ID,Timestamp,OrientationX,OrientationY,OrientationZ,AngularVelocityX,AngularVelocityY,AngularVelocityZ,PositionX,PositionY,PositionZ,VelocityX,VelocityY,VelocityZ,AccelerationX,AccelerationY,AccelerationZ,Barometer,Thermometer,ThermometerStupido,Voltage
203,67.970312,1.74,115.23,4.43,8.09,13.39,7.46,2497.49,-2343.26,-7056.85,64.55,-48.26,-184.07,-0.24,-0.32,-0.65,98980.0,18.87,32.3,3.7
212,70.96464,-0.95,107.35,-1.04,22.96,1.36,1.95,2690.63,-2488.69,-7608.58,64.82,-49.38,-184.59,-0.34,-1.28,0.99,98982.0,18.99,32.38,3.7
210,70.294715,-3.65,106.37,-5.47,-4.08,-2.08,-11.57,2647.31,-2455.75,-7485.06,64.57,-49.04,-184.56,2.68,0.46,-0.67,98983.0,18.95,32.29,3.7
206,68.974313,1.45,114.37,-0.87,6.13,22.38,10.51,2561.6,-2391.07,-7239.76,64.45,-48.22,-184.18,1.89,-0.2,8.75,98980.0,18.92,32.25,3.7
204,68.302344,-2.38,110.02,2.85,-3.56,6.07,-7.91,2518.95,-2359.26,-7118.0,64.76,-48.06,-184.2,0.72,1.0,0.57,98980.0,18.87,32.3,3.7
216,72.29495,-3.79,100.76,-0.53,-22.28,-33.46,-6.63,2777.21,-2554.37,-7854.42,64.93,-49.19,-184.85,2.22,1.34,-1.23,98983.0,19.0,32.26,3.7
215,71.96048,-0.86,102.78,3.69,24.15,11.24,-4.74,2755.47,-2537.96,-7792.64,65.23,-49.03,-184.82,0.09,0.45,0.49,98983.0,19.0,32.26,3.7
212,70.96464,-0.95,107.35,-1.04,22.96,1.36,1.95,2690.63,-2488.69,-7608.58,64.82,-49.38,-184.59,-0.34,-1.28,0.99,98982.0,18.99,32.38,3.7
210,70.294715,-3.65,106.37,-5.47,-4.08,-2.08,-11.57,2647.31,-2455.75,-7485.06,64.57,-49.04,-184.56,2.68,0.46,-0.67,98983.0,18.95,32.29,3.7
209,69.961551,1.65,112.53,-2.9,6.8,16.68,2.34,2625.85,-2439.42,-7423.55,64.39,-48.72,-184.35,-0.9,-1.21,0.46,98983.0,18.95,32.29,3.7
208,69.638698,1.84,110.97,-3.04,-20.73,-20.35,8.24,2605.11,-2423.77,-7364.15,64.33,-48.55,-184.36,0.11,-0.49,-1.67,98980.0,18.92,32.25,3.7
207,69.298694,-2.23,110.15,-3.3,10.03,8.87,-13.73,2583.15,-2407.28,-7301.44,64.57,-48.44,-184.36,2.49,0.1,-0.11,98980.0,18.92,32.25,3.7
203,67.970312,1.74,115.23,4.43,8.09,13.39,7.46,2497.49,-2343.26,-7056.85,64.55,-48.26,-184.07,-0.24,-0.32,-0.65,98980.0,18.87,32.3,3.7
217,72.626643,0.39,102.03,-1.88,-15.59,19.44,7.22,2798.77,-2570.63,-7915.66,64.8,-49.15,-184.72,-5.47,-2.53,1.27,98983.0,19.0,32.26,3.7
215,71.96048,-0.86,102.78,3.69,24.15,11.24,-4.74,2755.47,-2537.96,-7792.64,65.23,-49.03,-184.82,0.09,0.45,0.49,98983.0,19.0,32.26,3.7
213,71.290696,-4.01,104.03,2.19,3.43,-17.87,-18.17,2711.83,-2504.92,-7668.98,65.02,-49.69,-184.72,3.18,1.14,-0.8,98982.0,18.99,32.38,3.7
212,70.96464,-0.95,107.35,-1.04,22.96,1.36,1.95,2690.63,-2488.69,-7608.58,64.82,-49.38,-184.59,-0.34,-1.28,0.99,98982.0,18.99,32.38,3.7
211,70.634553,2.89,106.17,-4.93,-14.18,11.23,11.94,2668.67,-2471.95,-7545.91,64.6,-49.25,-184.43,0.78,-0.82,7.76,98983.0,18.95,32.29,3.7
210,70.294715,-3.65,106.37,-5.47,-4.08,-2.08,-11.57,2647.31,-2455.75,-7485.06,64.57,-49.04,-184.56,2.68,0.46,-0.67,98983.0,18.95,32.29,3.7
205,68.643312,1.3,111.31,-2.45,-19.28,-4.63,-2.25,2540.96,-2375.67,-7180.77,64.37,-48.17,-184.16,-0.28,0.18,-0.75,98980.0,18.87,32.3,3.7
204,68.302344,-2.38,110.02,2.85,-3.56,6.07,-7.91,2518.95,-2359.26,-7118.0,64.76,-48.06,-184.2,0.72,1.0,0.57,98980.0,18.87,32.3,3.7
216,72.29495,-3.79,100.76,-0.53,-22.28,-33.46,-6.63,2777.21,-2554.37,-7854.42,64.93,-49.19,-184.85,2.22,1.34,-1.23,98983.0,19.0,32.26,3.7
215,71.96048,-0.86,102.78,3.69,24.15,11.24,-4.74,2755.47,-2537.96,-7792.64,65.23,-49.03,-184.82,0.09,0.45,0.49,98983.0,19.0,32.26,3.7
214,71.633697,2.17,103.15,5.38,-2.42,13.76,11.72,2733.52,-2521.36,-7730.36,65.15,-49.38,-184.59,0.76,-1.69,10.49,98982.0,18.99,32.38,3.7
213,71.290696,-4.01,104.03,2.19,3.43,-17.87,-18.17,2711.83,-2504.92,-7668.98,65.02,-49.69,-184.72,3.18,1.14,-0.8,98982.0,18.99,32.38,3.7
211,70.634553,2.89,106.17,-4.93,-14.18,11.23,11.94,2668.67,-2471.95,-7545.91,64.6,-49.25,-184.43,0.78,-0.82,7.76,98983.0,18.95,32.29,3.7
210,70.294715,-3.65,106.37,-5.47,-4.08,-2.08,-11.57,2647.31,-2455.75,-7485.06,64.57,-49.04,-184.56,2.68,0.46,-0.67,98983.0,18.95,32.29,3.7
209,69.961551,1.65,112.53,-2.9,6.8,16.68,2.34,2625.85,-2439.42,-7423.55,64.39,-48.72,-184.35,-0.9,-1.21,0.46,98983.0,18.95,32.29,3.7
208,69.638698,1.84,110.97,-3.04,-20.73,-20.35,8.24,2605.11,-2423.77,-7364.15,64.33,-48.55,-184.36,0.11,-0.49,-1.67,98980.0,18.92,32.25,3.7
207,69.298694,-2.23,110.15,-3.3,10.03,8.87,-13.73,2583.15,-2407.28,-7301.44,64.57,-48.44,-184.36,2.49,0.1,-0.11,98980.0,18.92,32.25,3.7
206,68.974313,1.45,114.37,-0.87,6.13,22.38,10.51,2561.6,-2391.07,-7239.76,64.45,-48.22,-184.18,1.89,-0.2,8.75,98980.0,18.92,32.25,3.7
219,73.292611,1.33,105.82,0.22,-11.23,-25.68,-8.24,2841.85,-2603.31,-8038.9,64.52,-49.07,-185.01,0.88,0.57,-0.58,98984.0,19.02,32.25,3.7
218,72.958312,1.15,105.1,-0.7,20.11,11.58,8.5,2820.22,-2586.9,-7976.99,64.81,-48.93,-185.02,-0.03,-0.1,0.47,98984.0,19.02,32.25,3.7
217,72.626643,0.39,102.03,-1.88,-15.59,19.44,7.22,2798.77,-2570.63,-7915.66,64.8,-49.15,-184.72,-5.47,-2.53,1.27,98983.0,19.0,32.26,3.7
216,72.29495,-3.79,100.76,-0.53,-22.28,-33.46,-6.63,2777.21,-2554.37,-7854.42,64.93,-49.19,-184.85,2.22,1.34,-1.23,98983.0,19.0,32.26,3.7
215,71.96048,-0.86,102.78,3.69,24.15,11.24,-4.74,2755.47,-2537.96,-7792.64,65.23,-49.03,-184.82,0.09,0.45,0.49,98983.0,19.0,32.26,3.7
214,71.633697,2.17,103.15,5.38,-2.42,13.76,11.72,2733.52,-2521.36,-7730.36,65.15,-49.38,-184.59,0.76,-1.69,10.49,98982.0,18.99,32.38,3.7
213,71.290696,-4.01,104.03,2.19,3.43,-17.87,-18.17,2711.83,-2504.92,-7668.98,65.02,-49.69,-184.72,3.18,1.14,-0.8,98982.0,18.99,32.38,3.7
212,70.96464,-0.95,107.35,-1.04,22.96,1.36,1.95,2690.63,-2488.69,-7608.58,64.82,-49.38,-184.59,-0.34,-1.28,0.99,98982.0,18.99,32.38,3.7
211,70.634553,2.89,106.17,-4.93,-14.18,11.23,11.94,2668.67,-2471.95,-7545.91,64.6,-49.25,-184.43,0.78,-0.82,7.76,98983.0,18.95,32.29,3.7
210,70.294715,-3.65,106.37,-5.47,-4.08,-2.08,-11.57,2647.31,-2455.75,-7485.06,64.57,-49.04,-184.56,2.68,0.46,-0.67,98983.0,18.95,32.29,3.7
216,72.29495,-3.79,100.76,-0.53,-22.28,-33.46,-6.63,2777.21,-2554.37,-7854.42,64.93,-49.19,-184.85,2.22,1.34,-1.23,98983.0,19.0,32.26,3.7
215,71.96048,-0.86,102.78,3.69,24.15,11.24,-4.74,2755.47,-2537.96,-7792.64,65.23,-49.03,-184.82,0.09,0.45,0.49,98983.0,19.0,32.26,3.7
213,71.290696,-4.01,104.03,2.19,3.43,-17.87,-18.17,2711.83,-2504.92,-7668.98,65.02,-49.69,-184.72,3.18,1.14,-0.8,98982.0,18.99,32.38,3.7
212,70.96464,-0.95,107.35,-1.04,22.96,1.36,1.95,2690.63,-2488.69,-7608.58,64.82,-49.38,-184.59,-0.34,-1.28,0.99,98982.0,18.99,32.38,3.7
219,73.292611,1.33,105.82,0.22,-11.23,-25.68,-8.24,2841.85,-2603.31,-8038.9,64.52,-49.07,-185.01,0.88,0.57,-0.58,98984.0,19.02,32.25,3.7
217,72.626643,0.39,102.03,-1.88,-15.59,19.44,7.22,2798.77,-2570.63,-7915.66,64.8,-49.15,-184.72,-5.47,-2.53,1.27,98983.0,19.0,32.26,3.7
214,71.633697,2.17,103.15,5.38,-2.42,13.76,11.72,2733.52,-2521.36,-7730.36,65.15,-49.38,-184.59,0.76,-1.69,10.49,98982.0,18.99,32.38,3.7
211,70.634553,2.89,106.17,-4.93,-14.18,11.23,11.94,2668.67,-2471.95,-7545.91,64.6,-49.25,-184.43,0.78,-0.82,7.76,98983.0,18.95,32.29,3.7
210,70.294715,-3.65,106.37,-5.47,-4.08,-2.08,-11.57,2647.31,-2455.75,-7485.06,64.57,-49.04,-184.56,2.68,0.46,-0.67,98983.0,18.95,32.29,3.7
220,73.62592,3.07,107.68,2.13,7.48,12.38,14.0,2863.44,-2619.67,-8100.69,64.42,-49.03,-184.93,-2.9,-1.51,1.29,98984.0,19.02,32.25,3.7
219,73.292611,1.33,105.82,0.22,-11.23,-25.68,-8.24,2841.85,-2603.31,-8038.9,64.52,-49.07,-185.01,0.88,0.57,-0.58,98984.0,19.02,32.25,3.7
218,72.958312,1.15,105.1,-0.7,20.11,11.58,8.5,2820.22,-2586.9,-7976.99,64.81,-48.93,-185.02,-0.03,-0.1,0.47,98984.0,19.02,32.25,3.7
217,72.626643,0.39,102.03,-1.88,-15.59,19.44,7.22,2798.77,-2570.63,-7915.66,64.8,-49.15,-184.72,-5.47,-2.53,1.27,98983.0,19.0,32.26,3.7
216,72.29495,-3.79,100.76,-0.53,-22.28,-33.46,-6.63,2777.21,-2554.37,-7854.42,64.93,-49.19,-184.85,2.22,1.34,-1.23,98983.0,19.0,32.26,3.7
215,71.96048,-0.86,102.78,3.69,24.15,11.24,-4.74,2755.47,-2537.96,-7792.64,65.23,-49.03,-184.82,0.09,0.45,0.49,98983.0,19.0,32.26,3.7
214,71.633697,2.17,103.15,5.38,-2.42,13.76,11.72,2733.52,-2521.36,-7730.36,65.15,-49.38,-184.59,0.76,-1.69,10.49,98982.0,18.99,32.38,3.7
223,74.616728,2.18,115.33,1.98,35.94,21.44,-15.75,2927.05,-2668.22,-8284.21,64.15,-48.91,-185.07,-2.0,-0.11,1.05,98983.0,19.07,32.54,3.7
220,73.62592,3.07,107.68,2.13,7.48,12.38,14.0,2863.44,-2619.67,-8100.69,64.42,-49.03,-184.93,-2.9,-1.51,1.29,98984.0,19.02,32.25,3.7
218,72.958312,1.15,105.1,-0.7,20.11,11.58,8.5,2820.22,-2586.9,-7976.99,64.81,-48.93,-185.02,-0.03,-0.1,0.47,98984.0,19.02,32.25,3.7
217,72.626643,0.39,102.03,-1.88,-15.59,19.44,7.22,2798.77,-2570.63,-7915.66,64.8,-49.15,-184.72,-5.47,-2.53,1.27,98983.0,19.0,32.26,3.7
216,72.29495,-3.79,100.76,-0.53,-22.28,-33.46,-6.63,2777.21,-2554.37,-7854.42,64.93,-49.19,-184.85,2.22,1.34,-1.23,98983.0,19.0,32.26,3.7
213,71.290696,-4.01,104.03,2.19,3.43,-17.87,-18.17,2711.83,-2504.92,-7668.98,65.02,-49.69,-184.72,3.18,1.14,-0.8,98982.0,18.99,32.38,3.7
212,70.96464,-0.95,107.35,-1.04,22.96,1.36,1.95,2690.63,-2488.69,-7608.58,64.82,-49.38,-184.59,-0.34,-1.28,0.99,98982.0,18.99,32.38,3.7
211,70.634553,2.89,106.17,-4.93,-14.18,11.23,11.94,2668.67,-2471.95,-7545.91,64.6,-49.25,-184.43,0.78,-0.82,7.76,98983.0,18.95,32.29,3.7
210,70.294715,-3.65,106.37,-5.47,-4.08,-2.08,-11.57,2647.31,-2455.75,-7485.06,64.57,-49.04,-184.56,2.68,0.46,-0.67,98983.0,18.95,32.29,3.7
224,74.957577,1.5,114.08,4.17,-0.32,-13.61,3.84,2948.74,-2684.78,-8347.0,63.89,-48.68,-185.25,0.25,0.88,-0.56,98979.0,19.11,32.02,3.7
223,74.616728,2.18,115.33,1.98,35.94,21.44,-15.75,2927.05,-2668.22,-8284.21,64.15,-48.91,-185.07,-2.0,-0.11,1.05,98983.0,19.07,32.54,3.7
220,73.62592,3.07,107.68,2.13,7.48,12.38,14.0,2863.44,-2619.67,-8100.69,64.42,-49.03,-184.93,-2.9,-1.51,1.29,98984.0,19.02,32.25,3.7
219,73.292611,1.33,105.82,0.22,-11.23,-25.68,-8.24,2841.85,-2603.31,-8038.9,64.52,-49.07,-185.01,0.88,0.57,-0.58,98984.0,19.02,32.25,3.7
218,72.958312,1.15,105.1,-0.7,20.11,11.58,8.5,2820.22,-2586.9,-7976.99,64.81,-48.93,-185.02,-0.03,-0.1,0.47,98984.0,19.02,32.25,3.7
217,72.626643,0.39,102.03,-1.88,-15.59,19.44,7.22,2798.77,-2570.63,-7915.66,64.8,-49.15,-184.72,-5.47,-2.53,1.27,98983.0,19.0,32.26,3.7
216,72.29495,-3.79,100.76,-0.53,-22.28,-33.46,-6.63,2777.21,-2554.37,-7854.42,64.93,-49.19,-184.85,2.22,1.34,-1.23,98983.0,19.0,32.26,3.7
215,71.96048,-0.86,102.78,3.69,24.15,11.24,-4.74,2755.47,-2537.96,-7792.64,65.23,-49.03,-184.82,0.09,0.45,0.49,98983.0,19.0,32.26,3.7
214,71.633697,2.17,103.15,5.38,-2.42,13.76,11.72,2733.52,-2521.36,-7730.36,65.15,-49.38,-184.59,0.76,-1.69,10.49,98982.0,18.99,32.38,3.7
213,71.290696,-4.01,104.03,2.19,3.43,-17.87,-18.17,2711.83,-2504.92,-7668.98,65.02,-49.69,-184.72,3.18,1.14,-0.8,98982.0,18.99,32.38,3.7
211,70.634553,2.89,106.17,-4.93,-14.18,11.23,11.94,2668.67,-2471.95,-7545.91,64.6,-49.25,-184.43,0.78,-0.82,7.76,98983.0,18.95,32.29,3.7
210,70.294715,-3.65,106.37,-5.47,-4.08,-2.08,-11.57,2647.31,-2455.75,-7485.06,64.57,-49.04,-184.56,2.68,0.46,-0.67,98983.0,18.95,32.29,3.7
225,75.287313,6.18,115.7,7.04,5.19,-4.24,8.86,2969.81,-2700.82,-8408.18,63.5,-48.47,-185.2,-0.81,0.58,-1.7,98979.0,19.11,32.02,3.7
218,72.958312,1.15,105.1,-0.7,20.11,11.58,8.5,2820.22,-2586.9,-7976.99,64.81,-48.93,-185.02,-0.03,-0.1,0.47,98984.0,19.02,32.25,3.7
226,75.620949,2.04,112.89,1.16,1.95,17.2,-10.18,2990.96,-2716.93,-8470.01,63.21,-48.21,-185.24,-2.41,-0.05,2.14,98979.0,19.11,32.02,3.7
225,75.287313,6.18,115.7,7.04,5.19,-4.24,8.86,2969.81,-2700.82,-8408.18,63.5,-48.47,-185.2,-0.81,0.58,-1.7,98979.0,19.11,32.02,3.7
224,74.957577,1.5,114.08,4.17,-0.32,-13.61,3.84,2948.74,-2684.78,-8347.0,63.89,-48.68,-185.25,0.25,0.88,-0.56,98979.0,19.11,32.02,3.7
223,74.616728,2.18,115.33,1.98,35.94,21.44,-15.75,2927.05,-2668.22,-8284.21,64.15,-48.91,-185.07,-2.0,-0.11,1.05,98983.0,19.07,32.54,3.7
220,73.62592,3.07,107.68,2.13,7.48,12.38,14.0,2863.44,-2619.67,-8100.69,64.42,-49.03,-184.93,-2.9,-1.51,1.29,98984.0,19.02,32.25,3.7
218,72.958312,1.15,105.1,-0.7,20.11,11.58,8.5,2820.22,-2586.9,-7976.99,64.81,-48.93,-185.02,-0.03,-0.1,0.47,98984.0,19.02,32.25,3.7
217,72.626643,0.39,102.03,-1.88,-15.59,19.44,7.22,2798.77,-2570.63,-7915.66,64.8,-49.15,-184.72,-5.47,-2.53,1.27,98983.0,19.0,32.26,3.7
216,72.29495,-3.79,100.76,-0.53,-22.28,-33.46,-6.63,2777.21,-2554.37,-7854.42,64.93,-49.19,-184.85,2.22,1.34,-1.23,98983.0,19.0,32.26,3.7
226,75.620949,2.04,112.89,1.16,1.95,17.2,-10.18,2990.96,-2716.93,-8470.01,63.21,-48.21,-185.24,-2.41,-0.05,2.14,98979.0,19.11,32.02,3.7
225,75.287313,6.18,115.7,7.04,5.19,-4.24,8.86,2969.81,-2700.82,-8408.18,63.5,-48.47,-185.2,-0.81,0.58,-1.7,98979.0,19.11,32.02,3.7
223,74.616728,2.18,115.33,1.98,35.94,21.44,-15.75,2927.05,-2668.22,-8284.21,64.15,-48.91,-185.07,-2.0,-0.11,1.05,98983.0,19.07,32.54,3.7
219,73.292611,1.33,105.82,0.22,-11.23,-25.68,-8.24,2841.85,-2603.31,-8038.9,64.52,-49.07,-185.01,0.88,0.57,-0.58,98984.0,19.02,32.25,3.7
218,72.958312,1.15,105.1,-0.7,20.11,11.58,8.5,2820.22,-2586.9,-7976.99,64.81,-48.93,-185.02,-0.03,-0.1,0.47,98984.0,19.02,32.25,3.7
217,72.626643,0.39,102.03,-1.88,-15.59,19.44,7.22,2798.77,-2570.63,-7915.66,64.8,-49.15,-184.72,-5.47,-2.53,1.27,98983.0,19.0,32.26,3.7
216,72.29495,-3.79,100.76,-0.53,-22.28,-33.46,-6.63,2777.21,-2554.37,-7854.42,64.93,-49.19,-184.85,2.22,1.34,-1.23,98983.0,19.0,32.26,3.7
215,71.96048,-0.86,102.78,3.69,24.15,11.24,-4.74,2755.47,-2537.96,-7792.64,65.23,-49.03,-184.82,0.09,0.45,0.49,98983.0,19.0,32.26,3.7
214,71.633697,2.17,103.15,5.38,-2.42,13.76,11.72,2733.52,-2521.36,-7730.36,65.15,-49.38,-184.59,0.76,-1.69,10.49,98982.0,18.99,32.38,3.7
221,73.957313,-0.71,111.24,1.88,-1.8,-19.26,18.14,2884.7,-2635.88,-8161.94,64.29,-48.86,-185.18,1.03,1.55,0.25,98983.0,19.07,32.54,3.7
226,75.620949,2.04,112.89,1.16,1.95,17.2,-10.18,2990.96,-2716.93,-8470.01,63.21,-48.21,-185.24,-2.41,-0.05,2.14,98979.0,19.11,32.02,3.7
225,75.287313,6.18,115.7,7.04,5.19,-4.24,8.86,2969.81,-2700.82,-8408.18,63.5,-48.47,-185.2,-0.81,0.58,-1.7,98979.0,19.11,32.02,3.7
219,73.292611,1.33,105.82,0.22,-11.23,-25.68,-8.24,2841.85,-2603.31,-8038.9,64.52,-49.07,-185.01,0.88,0.57,-0.58,98984.0,19.02,32.25,3.7
218,72.958312,1.15,105.1,-0.7,20.11,11.58,8.5,2820.22,-2586.9,-7976.99,64.81,-48.93,-185.02,-0.03,-0.1,0.47,98984.0,19.02,32.25,3.7
217,72.626643,0.39,102.03,-1.88,-15.59,19.44,7.22,2798.77,-2570.63,-7915.66,64.8,-49.15,-184.72,-5.47,-2.53,1.27,98983.0,19.0,32.26,3.7
216,72.29495,-3.79,100.76,-0.53,-22.28,-33.46,-6.63,2777.21,-2554.37,-7854.42,64.93,-49.19,-184.85,2.22,1.34,-1.23,98983.0,19.0,32.26,3.7
214,71.633697,2.17,103.15,5.38,-2.42,13.76,11.72,2733.52,-2521.36,-7730.36,65.15,-49.38,-184.59,0.76,-1.69,10.49,98982.0,18.99,32.38,3.7
228,76.283873,7.12,137.47,4.08,31.41,37.86,110.91,3032.46,-2748.82,-8592.84,62.04,-47.92,-185.17,-2.91,2.44,-1.63,98979.0,19.14,32.14,3.7
227,75.953682,5.0,120.81,-1.1,-6.48,-7.63,35.62,3011.9,-2733.0,-8531.78,62.57,-48.08,-185.43,-0.13,0.53,-1.41,98979.0,19.11,32.02,3.7
221,73.957313,-0.71,111.24,1.88,-1.8,-19.26,18.14,2884.7,-2635.88,-8161.94,64.29,-48.86,-185.18,1.03,1.55,0.25,98983.0,19.07,32.54,3.7
207,69.298694,-2.23,110.15,-3.3,10.03,8.87,-13.73,2583.15,-2407.28,-7301.44,64.57,-48.44,-184.36,2.49,0.1,-0.11,98980.0,18.92,32.25,3.7
219,73.292611,1.33,105.82,0.22,-11.23,-25.68,-8.24,2841.85,-2603.31,-8038.9,64.52,-49.07,-185.01,0.88,0.57,-0.58,98984.0,19.02,32.25,3.7
217,72.626643,0.39,102.03,-1.88,-15.59,19.44,7.22,2798.77,-2570.63,-7915.66,64.8,-49.15,-184.72,-5.47,-2.53,1.27,98983.0,19.0,32.26,3.7
215,71.96048,-0.86,102.78,3.69,24.15,11.24,-4.74,2755.47,-2537.96,-7792.64,65.23,-49.03,-184.82,0.09,0.45,0.49,98983.0,19.0,32.26,3.7
